Cod_Estable,Cod_Evaluacion,Cantidad_Estud,Num_Boleta,Barcode,Corr_Año,Region,Cod_Region,Departamento,Cod_Depa,Municipio,Cod_Muni,Nivel,Cod_Nivel,Rama_Abstracta,Cod_Rama_Abstracta,Edad,Edad_RECO,Sexo_RECO,Sector,Cod_Sector,Area,Cod_Area,Jornada,Cod_Jornada,Ciclo,Cod_Distrito,Identificacion_Etnica_RECO,Ed_Asistio_Preprimaria,Ed_Repitio_Algun_Grado,Ed_Trabaja_Actualmente,Fm_Asistio_Escuela_Papa,Fm_Grado_Alcanzo_Papa_RECO,Fm_Asistio_Escuela_Mama,Fm_Grado_Alcanzo_Mama_RECO,CC_Material_Predomina_En_Piso_Casa,CC_Material_Predomina_En_Paredes_Casa,CC_Material_Predomina_En_Techo_Casa,Sc_Drenaje,Sc_Electricidad,Sc_Basura,Sc_Servicio_Internet,Sc_Neflix,CU_Leña,CU_Gas,CU_Electricidad,Smart_Tv,Secadora,Refrigerador,Computadora,Horno_Microondas,Horno_Tostador,Lavadora,Impresora,CC_Familia_Automovil,Mate_Periodos_Matematicas_Semana,Lect_Periodos_Lectura_Semana,Lect_Libros_Completos_Ha_Leido,Lectura_Gusto,Lectura_Horas,Grad_No_Se,Grad_Seguir_Estudiando,Grad_Trabajar,Grad_Formar_Familia,Grad_Trabajar_Extranjero,Gustaria_Universidad,Informacion_Prueba,Measure_Mate,Measure_Lect,Desempeño_Mate,Desempeño_Lect,Logro_Mate,Logro_Lect,estrato,N_estrato,n_estrato,peso,prob_seleccion
00-21-0033-46,7266679671.0,7,"150,945",007266679671,2025,Región 1 o Metropolitana,1,Ciudad Capital,0.0,Zona 21,21.0,Diversificado,46,BACHILLERATO,1.0,16,1,0,Cooperativa,24,Urbana,11,Matutina,31,ANUAL,01-218,1,2,0,0,2,4,2,1,4,4,2,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0,5,5,6,1,2,0,1,1,0,0,1,1,-0.41,0.74,1,3,0,1,Región 1 o Metropolitana | Ciudad Capital | Cooperativa | Urbana | Matutina | BACHILLERATO | 0,3,1,3.0,0.3333333333333333
12-28-0008-46,8520029473.0,4,"240,593",128520029473,2025,Región 6 o Suroccidental,6,San Marcos,12.0,Río Blanco,1228.0,Diversificado,46,PERITO,3.0,20,5,1,Privado,22,Urbana,11,Doble,33,ANUAL,12-052,2,2,1,1,1,.,2,3,4,2,4,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,4,0,1,0,1,0,1,1,0,0,0,1,1.74,0.24,4,2,1,0,Región 6 o Suroccidental | San Marcos | Privado | Urbana | Doble | PERITO | 1,615,10,61.5,0.016260162601626018
12-02-0150-46,9651156866.0,18,"242,898",129651156866,2025,Región 6 o Suroccidental,6,San Marcos,12.0,San Pedro Sacatepéquez,1202.0,Diversificado,46,SECRETARIADO,4.0,19,4,0,Privado,22,Urbana,11,Doble,33,ANUAL,12-006,2,0,1,1,1,.,2,2,5,4,5,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,2,1,1,1,0,0,1,1,1,1,1,-0.14,-0.66,1,1,0,0,Región 6 o Suroccidental | San Marcos | Privado | Urbana | Doble | SECRETARIADO | 0,38,1,38.0,0.02631578947368421
12-02-0141-46,7666419260.0,17,"242,830",127666419260,2025,Región 6 o Suroccidental,6,San Marcos,12.0,San Pedro Sacatepéquez,1202.0,Diversificado,46,SECRETARIADO,4.0,34,6,1,Privado,22,Urbana,11,Doble,33,ANUAL,12-127,2,2,1,1,1,.,1,.,1,2,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,7,7,1,1,0,0,0,1,0,1,1,1.01,0.5,2,3,0,1,Región 6 o Suroccidental | San Marcos | Privado | Urbana | Doble | SECRETARIADO | 1,4,1,4.0,0.25
12-21-3038-46,5107443875.0,14,"238,571",125107443875,2025,Región 6 o Suroccidental,6,San Marcos,12.0,La Reforma,1221.0,Diversificado,46,PERITO,3.0,32,6,0,Privado,22,Urbana,11,Intermedia,35,ANUAL,12-044,1,1,0,1,1,.,1,.,1,1,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,4,1,0,4,0,1,1,0,0,1,1,0.3,-0.11,2,2,0,0,Región 6 o Suroccidental | San Marcos | Privado | Urbana | Intermedia | PERITO | 0,5,1,5.0,0.2
12-21-3038-46,1264592834.0,14,"238,561",121264592834,2025,Región 6 o Suroccidental,6,San Marcos,12.0,La Reforma,1221.0,Diversificado,46,PERITO,3.0,18,3,1,Privado,22,Urbana,11,Intermedia,35,ANUAL,12-044,2,2,0,1,2,3,2,2,4,4,2,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,5,5,1,1,1,0,1,1,0,0,1,1,1.31,-0.2,3,1,1,0,Región 6 o Suroccidental | San Marcos | Privado | Urbana | Intermedia | PERITO | 1,9,1,9.0,0.1111111111111111
12-02-0117-46,3429896382.0,70,"242,743",123429896382,2025,Región 6 o Suroccidental,6,San Marcos,12.0,San Pedro Sacatepéquez,1202.0,Diversificado,46,BACHILLERATO,1.0,16,1,0,Privado,22,Urbana,11,Matutina,31,ANUAL,12-127,2,2,0,1,1,.,2,2,5,4,5,1,1,0,1,0,0,1,0,1,0,1,1,1,0,1,0,1,3,2,2,1,1,0,1,1,0,0,1,1,-0.17,-0.37,1,1,0,0,Región 6 o Suroccidental | San Marcos | Privado | Urbana | Matutina | BACHILLERATO | 0,848,13,65.23076923076923,0.015330188679245283
12-01-0132-46,3685218260.0,76,"241,780",123685218260,2025,Región 6 o Suroccidental,6,San Marcos,12.0,San Marcos,1201.0,Diversificado,46,BACHILLERATO,1.0,16,1,0,Privado,22,Urbana,11,Matutina,31,ANUAL,12-100,1,2,0,0,2,3,2,3,5,4,5,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,1,1,-0.52,0.84,1,3,0,1,Región 6 o Suroccidental | San Marcos | Privado | Urbana | Matutina | BACHILLERATO | 0,848,13,65.23076923076923,0.015330188679245283
12-02-0117-46,7227796181.0,70,"242,786",127227796181,2025,Región 6 o Suroccidental,6,San Marcos,12.0,San Pedro Sacatepéquez,1202.0,Diversificado,46,BACHILLERATO,1.0,17,2,0,Privado,22,Urbana,11,Matutina,31,ANUAL,12-127,2,2,0,0,2,1,2,1,4,4,2,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,4,2,3,1,1,0,1,0,0,0,1,1,-0.37,-0.11,1,2,0,0,Región 6 o Suroccidental | San Marcos | Privado | Urbana | Matutina | BACHILLERATO | 0,848,13,65.23076923076923,0.015330188679245283
12-01-0078-46,4921337275.0,154,"241,613",124921337275,2025,Región 6 o Suroccidental,6,San Marcos,12.0,San Marcos,1201.0,Diversificado,46,BACHILLERATO,1.0,16,1,0,Privado,22,Urbana,11,Matutina,31,ANUAL,12-063,1,2,0,0,1,.,1,.,5,4,2,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,5,1,1,1,4,0,1,0,0,0,1,1,-0.54,-0.25,1,1,0,0,Región 6 o Suroccidental | San Marcos | Privado | Urbana | Matutina | BACHILLERATO | 0,848,13,65.23076923076923,0.015330188679245283
12-02-4737-46,6792810706.0,158,"243,744",126792810706,2025,Región 6 o Suroccidental,6,San Marcos,12.0,San Pedro Sacatepéquez,1202.0,Diversificado,46,BACHILLERATO,1.0,16,1,0,Privado,22,Urbana,11,Matutina,31,ANUAL,12-127,2,2,0,0,2,1,1,.,5,4,5,0,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,2,1,1,0,1,0,0,0,1,1,-0.06,-0.34,1,1,0,0,Región 6 o Suroccidental | San Marcos | Privado | Urbana | Matutina | BACHILLERATO | 0,848,13,65.23076923076923,0.015330188679245283
12-15-4163-46,6690248662.0,166,"239,804",126690248662,2025,Región 6 o Suroccidental,6,San Marcos,12.0,Malacatán,1215.0,Diversificado,46,BACHILLERATO,1.0,18,3,0,Privado,22,Urbana,11,Matutina,31,ANUAL,12-133,2,2,0,0,2,1,2,1,5,4,5,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,4,3,1,1,1,0,1,0,0,0,1,1,-0.04,0.16,1,2,0,0,Región 6 o Suroccidental | San Marcos | Privado | Urbana | Matutina | BACHILLERATO | 0,848,13,65.23076923076923,0.015330188679245283
12-01-0050-46,9066804942.0,200,"241,416",129066804942,2025,Región 6 o Suroccidental,6,San Marcos,12.0,San Marcos,1201.0,Diversificado,46,BACHILLERATO,1.0,16,1,0,Privado,22,Urbana,11,Matutina,31,ANUAL,12-063,3,2,0,0,2,4,2,4,5,4,5,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,4,0,2,1,1,1,1,0,0,0,1,1,0.19,0.23,2,2,0,0,Región 6 o Suroccidental | San Marcos | Privado | Urbana | Matutina | BACHILLERATO | 0,848,13,65.23076923076923,0.015330188679245283
12-15-0076-46,8427976494.0,151,"238,990",128427976494,2025,Región 6 o Suroccidental,6,San Marcos,12.0,Malacatán,1215.0,Diversificado,46,BACHILLERATO,1.0,16,1,0,Privado,22,Urbana,11,Matutina,31,ANUAL,12-133,1,2,0,0,2,2,2,4,5,4,2,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,4,1,2,1,1,0,1,0,0,0,1,1,-0.91,0.24,1,2,0,0,Región 6 o Suroccidental | San Marcos | Privado | Urbana | Matutina | BACHILLERATO | 0,848,13,65.23076923076923,0.015330188679245283
12-29-5026-46,517515823.0,46,"241,049",120517515823,2025,Región 6 o Suroccidental,6,San Marcos,12.0,San Lorenzo,1229.0,Diversificado,46,BACHILLERATO,1.0,16,1,0,Privado,22,Urbana,11,Matutina,31,ANUAL,12-053,2,2,0,0,2,3,2,3,5,4,5,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,2,2,7,1,3,0,1,1,0,0,1,1,0.17,1.39,2,4,0,1,Región 6 o Suroccidental | San Marcos | Privado | Urbana | Matutina | BACHILLERATO | 0,848,13,65.23076923076923,0.015330188679245283
12-12-0055-46,7100567712.0,6,"239,944",127100567712,2025,Región 6 o Suroccidental,6,San Marcos,12.0,Nuevo Progreso,1212.0,Diversificado,46,BACHILLERATO,1.0,16,1,0,Privado,22,Urbana,11,Matutina,31,ANUAL,12-134,2,2,0,0,2,1,2,1,4,2,2,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,2.3,0.42,4,2,1,0,Región 6 o Suroccidental | San Marcos | Privado | Urbana | Matutina | BACHILLERATO | 0,848,13,65.23076923076923,0.015330188679245283
12-15-0076-46,7647754278.0,151,"239,083",127647754278,2025,Región 6 o Suroccidental,6,San Marcos,12.0,Malacatán,1215.0,Diversificado,46,BACHILLERATO,1.0,17,2,0,Privado,22,Urbana,11,Matutina,31,ANUAL,12-133,2,2,0,0,2,4,2,4,4,4,2,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,4,1,1,0,4,0,1,0,0,0,1,1,-0.26,0.6,1,3,0,1,Región 6 o Suroccidental | San Marcos | Privado | Urbana | Matutina | BACHILLERATO | 0,848,13,65.23076923076923,0.015330188679245283
12-01-0050-46,2555693929.0,200,"241,448",122555693929,2025,Región 6 o Suroccidental,6,San Marcos,12.0,San Marcos,1201.0,Diversificado,46,BACHILLERATO,1.0,16,1,0,Privado,22,Urbana,11,Matutina,31,ANUAL,12-063,2,2,0,0,2,4,2,3,5,4,5,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,4,0,2,1,1,0,1,0,0,0,1,1,0.38,0.99,2,4,0,1,Región 6 o Suroccidental | San Marcos | Privado | Urbana | Matutina | BACHILLERATO | 0,848,13,65.23076923076923,0.015330188679245283
12-01-0050-46,358498911.0,200,"241,442",120358498911,2025,Región 6 o Suroccidental,6,San Marcos,12.0,San Marcos,1201.0,Diversificado,46,BACHILLERATO,1.0,17,2,0,Privado,22,Urbana,11,Matutina,31,ANUAL,12-063,2,2,0,0,2,4,2,4,5,4,5,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,4,4,3,1,1,0,1,0,0,0,1,1,-0.29,-0.18,1,1,0,0,Región 6 o Suroccidental | San Marcos | Privado | Urbana | Matutina | BACHILLERATO | 0,848,13,65.23076923076923,0.015330188679245283
12-01-0050-46,5244345095.0,200,"241,328",125244345095,2025,Región 6 o Suroccidental,6,San Marcos,12.0,San Marcos,1201.0,Diversificado,46,BACHILLERATO,1.0,15,1,1,Privado,22,Urbana,11,Matutina,31,ANUAL,12-063,3,0,0,0,1,.,2,4,6,4,5,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,4,4,3,0,1,0,1,1,0,0,1,1,0.98,0.89,2,4,0,1,Región 6 o Suroccidental | San Marcos | Privado | Urbana | Matutina | BACHILLERATO | 1,485,8,60.625,0.016494845360824743
12-01-0168-46,1663079706.0,27,"241,907",121663079706,2025,Región 6 o Suroccidental,6,San Marcos,12.0,San Marcos,1201.0,Diversificado,46,BACHILLERATO,1.0,16,1,1,Privado,22,Urbana,11,Matutina,31,ANUAL,12-063,2,2,0,0,2,4,2,4,5,4,5,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,6,6,2,1,1,0,1,0,0,0,1,1,-0.26,-0.11,1,2,0,0,Región 6 o Suroccidental | San Marcos | Privado | Urbana | Matutina | BACHILLERATO | 1,485,8,60.625,0.016494845360824743
12-29-0034-46,9488383204.0,30,"240,847",129488383204,2025,Región 6 o Suroccidental,6,San Marcos,12.0,San Lorenzo,1229.0,Diversificado,46,BACHILLERATO,1.0,18,3,1,Privado,22,Urbana,11,Matutina,31,ANUAL,12-053,2,2,1,1,2,1,2,2,5,4,5,1,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,2,4,0,0,4,0,1,1,0,0,1,1,0.38,0.24,2,2,0,0,Región 6 o Suroccidental | San Marcos | Privado | Urbana | Matutina | BACHILLERATO | 1,485,8,60.625,0.016494845360824743
12-15-4163-46,9816097767.0,166,"239,767",129816097767,2025,Región 6 o Suroccidental,6,San Marcos,12.0,Malacatán,1215.0,Diversificado,46,BACHILLERATO,1.0,17,2,1,Privado,22,Urbana,11,Matutina,31,ANUAL,12-133,1,2,0,0,2,4,2,4,5,4,2,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,1,1,5,0,0,0,4,0,0,1,0,0,1,1,-0.06,-0.25,1,1,0,0,Región 6 o Suroccidental | San Marcos | Privado | Urbana | Matutina | BACHILLERATO | 1,485,8,60.625,0.016494845360824743
12-01-0078-46,8910784797.0,154,"241,570",128910784797,2025,Región 6 o Suroccidental,6,San Marcos,12.0,San Marcos,1201.0,Diversificado,46,BACHILLERATO,1.0,16,1,1,Privado,22,Urbana,11,Matutina,31,ANUAL,12-063,2,2,0,0,2,1,1,.,5,4,5,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,4,0,0,0,4,0,1,0,0,0,1,1,-0.8,-0.27,1,1,0,0,Región 6 o Suroccidental | San Marcos | Privado | Urbana | Matutina | BACHILLERATO | 1,485,8,60.625,0.016494845360824743
12-02-4737-46,731676184.0,158,"243,650",120731676184,2025,Región 6 o Suroccidental,6,San Marcos,12.0,San Pedro Sacatepéquez,1202.0,Diversificado,46,BACHILLERATO,1.0,16,1,1,Privado,22,Urbana,11,Matutina,31,ANUAL,12-127,2,2,0,1,2,1,2,2,5,4,5,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,3,1,4,1,2,0,1,1,0,0,1,1,0.4,0.6,2,3,0,1,Región 6 o Suroccidental | San Marcos | Privado | Urbana | Matutina | BACHILLERATO | 1,485,8,60.625,0.016494845360824743
12-02-0182-46,7710755800.0,23,"243,110",127710755800,2025,Región 6 o Suroccidental,6,San Marcos,12.0,San Pedro Sacatepéquez,1202.0,Diversificado,46,BACHILLERATO,1.0,17,2,1,Privado,22,Urbana,11,Matutina,31,ANUAL,12-006,2,2,0,0,2,3,2,4,5,5,5,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,5,0,2,1,1,0,1,1,0,0,1,0,1.42,2.56,3,4,1,1,Región 6 o Suroccidental | San Marcos | Privado | Urbana | Matutina | BACHILLERATO | 1,485,8,60.625,0.016494845360824743
12-15-0076-46,7990878605.0,151,"239,071",127990878605,2025,Región 6 o Suroccidental,6,San Marcos,12.0,Malacatán,1215.0,Diversificado,46,BACHILLERATO,1.0,17,2,1,Privado,22,Urbana,11,Matutina,31,ANUAL,12-133,2,2,0,0,2,3,2,4,5,4,2,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,4,1,7,1,1,0,1,0,0,0,1,1,1.53,1.57,4,4,1,1,Región 6 o Suroccidental | San Marcos | Privado | Urbana | Matutina | BACHILLERATO | 1,485,8,60.625,0.016494845360824743
12-15-0076-46,4261063686.0,151,"238,996",124261063686,2025,Región 6 o Suroccidental,6,San Marcos,12.0,Malacatán,1215.0,Diversificado,46,MAGISTERIO,2.0,18,3,0,Privado,22,Urbana,11,Matutina,31,ANUAL,12-133,2,2,1,1,2,1,2,1,1,4,2,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,-0.65,1.98,1,4,0,1,Región 6 o Suroccidental | San Marcos | Privado | Urbana | Matutina | MAGISTERIO | 0,47,1,47.0,0.02127659574468085
12-15-0075-46,1666768677.0,69,"238,933",121666768677,2025,Región 6 o Suroccidental,6,San Marcos,12.0,Malacatán,1215.0,Diversificado,46,PERITO,3.0,19,4,0,Privado,22,Urbana,11,Matutina,31,ANUAL,12-133,2,2,1,0,2,2,2,1,5,4,5,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,6,6,2,1,1,0,1,1,0,0,1,1,3.04,1.32,4,4,1,1,Región 6 o Suroccidental | San Marcos | Privado | Urbana | Matutina | PERITO | 0,122,2,61.0,0.01639344262295082
12-01-0050-46,9006067566.0,200,"241,293",129006067566,2025,Región 6 o Suroccidental,6,San Marcos,12.0,San Marcos,1201.0,Diversificado,46,PERITO,3.0,19,4,0,Privado,22,Urbana,11,Matutina,31,ANUAL,12-063,2,2,0,0,2,3,2,3,5,4,5,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,7,0,3,1,4,0,1,1,0,0,1,1,0.46,-0.07,2,2,0,0,Región 6 o Suroccidental | San Marcos | Privado | Urbana | Matutina | PERITO | 0,122,2,61.0,0.01639344262295082
12-02-4737-46,16138677.0,158,"243,727",120016138677,2025,Región 6 o Suroccidental,6,San Marcos,12.0,San Pedro Sacatepéquez,1202.0,Diversificado,46,PERITO,3.0,18,3,1,Privado,22,Urbana,11,Matutina,31,ANUAL,12-127,2,2,0,1,2,2,2,1,5,4,5,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,2,1,1,1,0,0,1,0,0,1,1,-1.08,-0.19,1,1,0,0,Región 6 o Suroccidental | San Marcos | Privado | Urbana | Matutina | PERITO | 1,128,2,64.0,0.015625
12-15-0075-46,3958301308.0,69,"238,869",123958301308,2025,Región 6 o Suroccidental,6,San Marcos,12.0,Malacatán,1215.0,Diversificado,46,PERITO,3.0,21,6,1,Privado,22,Urbana,11,Matutina,31,ANUAL,12-133,2,2,1,0,2,3,2,1,5,5,2,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,4,0,3,1,1,0,1,1,1,0,1,1,5.9,2.15,4,4,1,1,Región 6 o Suroccidental | San Marcos | Privado | Urbana | Matutina | PERITO | 1,128,2,64.0,0.015625
12-16-4152-46,4688729682.0,22,"237,322",124688729682,2025,Región 6 o Suroccidental,6,San Marcos,12.0,Catarina,1216.0,Diversificado,46,SECRETARIADO,4.0,17,2,0,Privado,22,Urbana,11,Matutina,31,ANUAL,12-037,3,1,0,0,2,1,2,1,5,4,2,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,2,1,1,0,1,1,0,0,1,1,0.09,0.14,2,2,0,0,Región 6 o Suroccidental | San Marcos | Privado | Urbana | Matutina | SECRETARIADO | 0,20,1,20.0,0.05
12-02-0200-46,1941500895.0,43,"243,175",121941500895,2025,Región 6 o Suroccidental,6,San Marcos,12.0,San Pedro Sacatepéquez,1202.0,Diversificado,46,BACHILLERATO,1.0,19,4,0,Privado,22,Urbana,11,Sin Jornada,99,ANUAL,12-127,2,2,1,1,1,.,1,.,5,4,5,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,-0.01,0.33,1,2,0,0,Región 6 o Suroccidental | San Marcos | Privado | Urbana | Sin Jornada | BACHILLERATO | 0,202,3,67.33333333333333,0.01485148514851485
12-15-0208-46,7463909622.0,4,"239,440",127463909622,2025,Región 6 o Suroccidental,6,San Marcos,12.0,Malacatán,1215.0,Diversificado,46,BACHILLERATO,1.0,31,6,0,Privado,22,Urbana,11,Sin Jornada,99,ANUAL,12-133,2,2,0,0,2,1,2,1,5,4,5,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,3,3,2,1,1,0,0,1,0,0,1,1,0.8,0.24,2,2,0,0,Región 6 o Suroccidental | San Marcos | Privado | Urbana | Sin Jornada | BACHILLERATO | 0,202,3,67.33333333333333,0.01485148514851485
12-01-0186-46,9760892723.0,10,"241,997",129760892723,2025,Región 6 o Suroccidental,6,San Marcos,12.0,San Marcos,1201.0,Diversificado,46,BACHILLERATO,1.0,33,6,0,Privado,22,Urbana,11,Sin Jornada,99,ANUAL,12-063,2,2,0,1,2,1,2,2,4,4,5,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,1,2,0,0,4,0,1,0,0,0,1,1,-0.26,-0.13,1,2,0,0,Región 6 o Suroccidental | San Marcos | Privado | Urbana | Sin Jornada | BACHILLERATO | 0,202,3,67.33333333333333,0.01485148514851485
12-19-0125-46,5542881107.0,7,"274,559",125542881107,2025,Región 6 o Suroccidental,6,San Marcos,12.0,San Pablo,1219.0,Diversificado,46,BACHILLERATO,1.0,22,6,1,Privado,22,Urbana,11,Sin Jornada,99,ANUAL,12-031,2,2,1,1,2,3,2,2,5,4,2,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,4,5,1,1,2,0,1,1,0,0,1,1,1.4,-0.56,3,1,1,0,Región 6 o Suroccidental | San Marcos | Privado | Urbana | Sin Jornada | BACHILLERATO | 1,165,3,55.0,0.01818181818181818
12-01-0190-46,8828608666.0,32,"242,007",128828608666,2025,Región 6 o Suroccidental,6,San Marcos,12.0,San Marcos,1201.0,Diversificado,46,BACHILLERATO,1.0,19,4,1,Privado,22,Urbana,11,Sin Jornada,99,ANUAL,12-100,2,2,0,1,0,2,1,.,5,4,5,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,4,0,1,1,0,1,1,1,-0.51,0.4,1,2,0,0,Región 6 o Suroccidental | San Marcos | Privado | Urbana | Sin Jornada | BACHILLERATO | 1,165,3,55.0,0.01818181818181818
12-02-0200-46,2372064097.0,43,"243,191",122372064097,2025,Región 6 o Suroccidental,6,San Marcos,12.0,San Pedro Sacatepéquez,1202.0,Diversificado,46,BACHILLERATO,1.0,19,4,1,Privado,22,Urbana,11,Sin Jornada,99,ANUAL,12-127,2,2,1,1,2,2,2,2,5,4,5,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,2,3,1,1,0,0,1,1,0,1,1,-0.95,-0.65,1,1,0,0,Región 6 o Suroccidental | San Marcos | Privado | Urbana | Sin Jornada | BACHILLERATO | 1,165,3,55.0,0.01818181818181818
12-10-0084-46,2543473437.0,17,"274,601",122543473437,2025,Región 6 o Suroccidental,6,San Marcos,12.0,Tejutla,1210.0,Diversificado,46,PERITO,3.0,28,6,0,Privado,22,Urbana,11,Sin Jornada,99,ANUAL,12-022,1,1,0,1,1,.,1,.,4,2,2,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,4,1,1,0,1,1,0,0,1,1,-0.26,-0.39,1,1,0,0,Región 6 o Suroccidental | San Marcos | Privado | Urbana | Sin Jornada | PERITO | 0,1,1,1.0,1.0
12-15-3047-46,5234601048.0,87,"239,698",125234601048,2025,Región 6 o Suroccidental,6,San Marcos,12.0,Malacatán,1215.0,Diversificado,46,BACHILLERATO,1.0,16,1,0,Privado,22,Urbana,11,Vespertina,32,ANUAL,12-133,2,2,0,0,2,3,2,3,5,4,4,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,5,5,1,1,4,0,1,1,0,0,1,1,5.91,2.38,4,4,1,1,Región 6 o Suroccidental | San Marcos | Privado | Urbana | Vespertina | BACHILLERATO | 0,517,8,64.625,0.015473887814313346
12-29-1152-46,2991535539.0,90,"240,917",122991535539,2025,Región 6 o Suroccidental,6,San Marcos,12.0,San Lorenzo,1229.0,Diversificado,46,BACHILLERATO,1.0,17,2,0,Privado,22,Urbana,11,Vespertina,32,ANUAL,12-053,2,2,0,0,1,.,2,1,1,2,2,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,2,2,0,1,1,0,1,0,0,0,1,1,2.27,0.07,4,2,1,0,Región 6 o Suroccidental | San Marcos | Privado | Urbana | Vespertina | BACHILLERATO | 0,517,8,64.625,0.015473887814313346
12-02-0151-46,7101748422.0,82,"242,997",127101748422,2025,Región 6 o Suroccidental,6,San Marcos,12.0,San Pedro Sacatepéquez,1202.0,Diversificado,46,BACHILLERATO,1.0,17,2,0,Privado,22,Urbana,11,Vespertina,32,ANUAL,12-006,1,2,0,0,1,.,1,.,4,2,2,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,3,2,1,1,1,0,1,1,0,0,1,1,0.4,0.05,2,2,0,0,Región 6 o Suroccidental | San Marcos | Privado | Urbana | Vespertina | BACHILLERATO | 0,517,8,64.625,0.015473887814313346
12-02-0151-46,5853118325.0,82,"242,943",125853118325,2025,Región 6 o Suroccidental,6,San Marcos,12.0,San Pedro Sacatepéquez,1202.0,Diversificado,46,BACHILLERATO,1.0,17,2,0,Privado,22,Urbana,11,Vespertina,32,ANUAL,12-006,2,2,0,0,2,3,2,3,5,4,5,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,3,2,2,1,1,0,1,0,0,0,1,1,-0.29,0.36,1,2,0,0,Región 6 o Suroccidental | San Marcos | Privado | Urbana | Vespertina | BACHILLERATO | 0,517,8,64.625,0.015473887814313346
12-10-0031-46,4544223572.0,44,"244,419",124544223572,2025,Región 6 o Suroccidental,6,San Marcos,12.0,Tejutla,1210.0,Diversificado,46,BACHILLERATO,1.0,17,2,0,Privado,22,Urbana,11,Vespertina,32,ANUAL,12-022,2,2,0,0,2,3,2,4,5,4,5,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,5,2,1,1,1,0,1,0,0,0,1,1,-0.38,0.05,1,2,0,0,Región 6 o Suroccidental | San Marcos | Privado | Urbana | Vespertina | BACHILLERATO | 0,517,8,64.625,0.015473887814313346
12-30-0079-46,9585159723.0,24,"238,482",129585159723,2025,Región 6 o Suroccidental,6,San Marcos,12.0,La Blanca,1230.0,Diversificado,46,BACHILLERATO,1.0,16,1,0,Privado,22,Urbana,11,Vespertina,32,ANUAL,12-107,2,2,0,1,1,.,2,3,4,4,2,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,5,5,2,1,1,0,1,0,0,0,1,1,1.42,0.88,3,4,1,1,Región 6 o Suroccidental | San Marcos | Privado | Urbana | Vespertina | BACHILLERATO | 0,517,8,64.625,0.015473887814313346
